housing_median_age,total_rooms,median_income,total_bedrooms,Make,population,households,GenderMainOwner,median_house_value,Exposure ,Indicator
10,503,118,228,VOLVO,100,2.1705,Female,150000,1,1
50,499,127,287,HYUNDAI,128,2.75,Male,140600,1,1
52,477,119,218,FORD,106,2.5682,Male,120000,1,1
46,1647,376,854,BMW,355,2.9,Male,144800,1,1
52,3123,749,1695,HONDA,684,2.2208,Female,144800,1,1
52,957,188,403,OTHER,172,3.2344,Female,245500,1,0
52,589,132,288,SEAT,131,3.5156,Female,200000,1,0
49,2026,548,963,VOLVO,521,1.9805,Male,173700,1,1
50,1829,536,1129,HONDA,516,2.6684,Female,185600,1,0
52,895,198,386,PEUGEOT,204,3.875,Male,182600,1,0
52,1909,416,811,VAUXHALL,406,3.006,Male,227900,1,0
46,3022,696,1293,JAGUAR,675,2.543,Male,220700,1,0
46,1777,446,805,RENAULT,431,2.8676,Male,212000,1,0
52,2803,930,1372,VOLVO,876,2.1907,Female,271400,1,0
30,1465,439,862,MITSUBISHI,425,1.7778,Female,268800,1,0
37,2619,682,1152,VAUXHALL,616,2.52,Male,277800,1,0
52,1149,255,483,VOLKSWAGEN,249,4.2788,Female,332500,1,0
52,2363,604,1558,FORD,573,2.944,Female,338900,1,0
52,2604,837,1798,NISSAN,769,1.725,Male,287500,1,0
41,685,141,266,VOLVO,123,5.2289,Male,384600,1,0
42,1756,465,2184,VAUXHALL,422,2.5562,Male,371400,1,0
52,1204,460,2016,MAZDA,477,0.949,Male,350000,1,0
52,609,236,1349,FORD,250,1.1696,Female,500001,1,0
52,1087,371,3337,HYUNDAI,350,1.4012,Male,175000,1,1
52,2773,998,1721,FORD,949,1.1859,Female,241700,1,0
35,3218,1108,1675,VAUXHALL,1000,1.7464,Female,216700,1,0
49,1350,368,707,BMW,350,2.8846,Female,211300,1,0
52,3084,698,1424,DAEWOO,694,2.7372,Male,210200,1,0
52,938,195,393,MAZDA,189,3.8594,Female,196400,1,0
52,1813,353,828,HYUNDAI,339,3.5625,Female,191700,1,0
52,1233,300,571,FORD,292,2.2788,Male,182300,1,0
44,2539,755,1382,TOYOTA,713,2.537,Male,175000,1,1
46,1267,324,792,FORD,321,2.525,Female,165900,1,1
52,1665,404,815,LANDROVER,372,1.9946,Female,156900,1,1
52,1659,367,788,ROVER,346,2.8214,Female,164300,1,1
52,2225,460,1145,AUDI,430,2.6165,Female,150000,1,1
50,2485,607,1354,HYUNDAI,563,1.9483,Female,150500,1,1
52,2031,450,958,VAUXHALL,445,1.9327,Male,169900,1,1
49,2932,668,1361,FORD,608,1.9798,Male,147400,1,1
52,2246,472,1005,HYUNDAI,449,2.4167,Male,152700,1,1
49,2052,435,924,VAUXHALL,414,2.5417,Female,182700,1,0
52,1999,417,780,VAUXHALL,358,3.3906,Male,179300,1,1
52,3007,691,1582,CITROEN,636,2.5652,Female,157700,1,1
41,2214,550,1213,HYUNDAI,568,2.2845,Female,153100,1,1
52,1088,305,486,VAUXHALL,267,2.6071,Male,250000,1,0
52,834,186,494,CITROEN,175,3.15,Female,206300,1,0
52,1769,372,849,JAGUAR,365,2.6914,Female,218800,1,0
52,2307,583,1127,ROVER,548,1.8447,Female,198200,1,0
35,5161,1744,3276,VAUXHALL,1742,1.6307,Male,253600,1,0
52,3497,832,1493,FORD,794,2.9044,Male,257400,1,0
52,3774,744,1461,SKODA,679,2.9405,Female,289500,1,0
52,2888,604,1253,PROTON,538,3.3893,Male,241700,1,0
48,2153,517,1656,LANDROVER,459,3.0417,Male,489600,1,0
52,1389,191,514,PROTON,202,7.0897,Male,446200,1,0
52,1709,318,719,RENAULT,295,5.0463,Male,456300,1,0
52,1587,444,878,TOYOTA,449,1.7652,Male,336800,1,0
52,1668,225,517,VOLKSWAGEN,214,7.8521,Male,500001,1,0
52,3726,474,1366,FIAT,496,9.3959,Female,500001,1,0
52,4048,663,1316,FORD,590,5.3794,Female,376900,1,0
52,3618,768,1508,HONDA,755,3.2619,Female,309600,1,0
52,4076,920,1800,HYUNDAI,815,2.7054,Male,182300,1,0
47,2077,400,719,HYUNDAI,326,2.2431,Male,172700,1,1
50,1279,300,675,VAUXHALL,255,1.9028,Female,150800,1,1
52,1974,426,875,VOLVO,363,1.5817,Male,153600,1,1
52,335,83,152,FORD,77,2.2841,Female,106300,1,1
47,1375,307,843,HONDA,319,1.3785,Male,142300,1,1
52,610,145,281,JAGUAR,132,2.9018,Male,119400,1,1
44,1025,198,506,MERCEDES,204,1.73,Female,147900,1,1
48,2063,484,1054,RENAULT,466,2.2625,Male,132900,1,1
35,1872,419,1017,VOLVO,414,2.2106,Male,132500,1,1
52,3108,813,1623,HYUNDAI,765,2.6997,Male,126900,1,1
14,7355,2408,3100,OTHER,2051,4.0018,Female,143800,1,1
52,2990,379,947,MERCEDES,361,7.8772,Male,500001,1,0
39,2492,310,808,OTHER,315,11.8603,Female,500001,1,0
42,2991,335,1018,VOLVO,335,13.499,Male,500001,1,0
52,3242,366,1001,FORD,352,12.2138,Male,500001,1,0
52,3051,381,1005,HONDA,369,8.1872,Male,466100,1,0
52,3494,396,1192,MERCEDES,383,12.3804,Female,500001,1,0
52,1757,246,585,VAUXHALL,227,5.8948,Male,457800,1,0
52,2449,312,916,FORD,316,8.1194,Female,471600,1,0
52,1611,203,556,MAZDA,179,8.7477,Male,500001,1,0
52,3665,517,1470,SAAB,520,6.155,Male,398600,1,0
52,2474,403,1104,JAGUAR,398,5.883,Male,340700,1,0
52,3037,516,1242,DAEWOO,518,5.2128,Female,289900,1,0
52,2269,323,805,FORD,321,4.7188,Male,335300,1,0
52,1316,177,378,RENAULT,162,5.2915,Female,333000,1,0
52,1153,235,481,VAUXHALL,223,2.6411,Male,241000,1,0
52,772,179,409,JAGUAR,160,3.3214,Male,189600,1,0
52,1711,386,885,PEUGEOT,373,3.6417,Male,206300,1,0
52,2650,566,1468,VOLVO,567,3.0161,Female,215700,1,0
52,1038,220,482,FORD,215,3.1771,Female,210200,1,0
52,1527,320,825,HYUNDAI,264,3.4531,Male,208800,1,0
52,859,157,429,VOLKSWAGEN,158,4.3098,Male,197900,1,0
52,970,217,528,FIAT,208,3.3438,Female,201300,1,0
52,1045,239,496,FORD,216,2.9213,Male,190800,1,0
52,1408,280,718,PROTON,265,2.6806,Male,207900,1,0
52,1222,264,630,VAUXHALL,265,3.7708,Female,215300,1,0
45,1169,263,723,VOLKSWAGEN,286,3.9444,Male,212900,1,0
13,2020,535,959,VOLVO,486,5.2601,Female,292700,1,0
30,4145,869,3668,FIAT,855,2.5444,Male,275000,1,0
42,2038,368,2037,PROTON,355,2.6447,Female,200000,1,0
29,5154,1394,3741,VAUXHALL,1273,2.5762,Male,173400,1,1
42,1241,309,821,FORD,300,1.9427,Male,102200,1,1
52,1468,363,870,RENAULT,347,2.9688,Female,220800,1,0
27,3997,1073,1901,VOLVO,966,3.75,Male,242800,1,0
18,2873,763,1243,CATERHAM,663,5.1702,Male,265400,1,0
50,1487,306,730,FORD,327,2.5139,Female,219000,1,0
52,1670,350,793,PORSCHE,299,2.9732,Male,282100,1,0
52,2252,388,1033,SUZUKI,434,5.5337,Male,372000,1,0
52,1731,377,872,VOLVO,363,4.1667,Male,225800,1,0
52,1710,481,849,CITROEN,457,2.7115,Female,220800,1,0
52,2388,559,1121,HYUNDAI,518,3.3269,Female,234500,1,0
52,2156,458,872,VAUXHALL,445,3.2685,Female,254200,1,0
52,1565,315,637,AUDI,297,4.7778,Male,351800,1,0
52,1704,371,663,DAEWOO,340,4.226,Male,275000,1,0
52,1210,168,411,FORD,172,3.3571,Male,405400,1,0
52,2097,444,915,VAUXHALL,413,2.9899,Male,228100,1,0
52,1848,479,921,BMW,477,2.875,Male,234000,1,0
43,955,284,585,FORD,266,2.3882,Female,162500,1,1
43,4329,1110,2086,RENAULT,1053,2.975,Female,243400,1,0
52,3011,542,1303,VOLVO,535,5.1039,Male,273800,1,0
52,1049,185,374,HONDA,176,4.1458,Female,248500,1,0
52,2504,516,979,SUZUKI,472,3.4762,Male,244000,1,0
52,1846,471,827,VOLKSWAGEN,446,2.6833,Male,240900,1,0
52,1705,246,658,MERCEDES,253,5.75,Female,306300,1,0
50,1542,289,654,VOLKSWAGEN,268,3.9632,Female,240000,1,0
45,891,155,384,HYUNDAI,146,4.9489,Female,247100,1,0
27,4051,753,1499,BMW,797,4.8711,Female,286600,1,0
52,2646,581,1128,MERCEDES,522,3.0718,Male,266700,1,0
49,2428,525,1110,ROVER,492,3.6719,Female,229800,1,0
52,2567,436,1119,VAUXHALL,415,4.6094,Male,229300,1,0
21,7031,1249,2930,HONDA,1235,4.5213,Male,228400,1,0
25,1914,365,897,RENAULT,390,4.4562,Male,206200,1,0
5,18634,2885,7427,ROVER,2718,7.611,Female,350700,1,0
31,5785,1379,2973,OTHER,1312,3.2689,Male,231000,1,0
52,2876,648,1340,Unknown,632,3.567,Female,252900,1,0
28,6909,1554,2974,HYUNDAI,1484,3.6875,Male,353900,1,0
23,5679,1270,2690,SAAB,1151,4.7695,Female,291700,1,0
20,1156,365,583,VAUXHALL,326,3.1972,Male,100000,1,1
12,14316,2045,5781,FIAT,2007,7.2634,Female,341600,1,0
5,3596,467,1738,FORD,512,7.0568,Male,412500,1,0
36,3541,570,1478,MAZDA,529,4.635,Male,248600,1,0
40,1808,302,746,ROVER,270,5.3015,Male,254900,1,0
36,2879,480,1235,DAEWOO,455,4.9801,Female,241500,1,0
26,3204,477,1411,HYUNDAI,484,5.4834,Female,295200,1,0
31,3866,531,1368,ROVER,521,6.187,Female,340400,1,0
32,2476,368,1048,BMW,367,5.6194,Male,274700,1,0
35,2211,350,1004,PROTON,365,5.4639,Female,238600,1,0
35,2663,387,1086,TOYOTA,367,5.1498,Male,266400,1,0
30,2599,366,922,Unknown,350,5.8382,Female,330200,1,0
36,4569,824,1950,FORD,819,4.65,Male,206800,1,0
25,2973,622,1413,RENAULT,595,4.3819,Male,209200,1,0
30,3115,625,1444,VOLVO,568,3.7222,Male,195800,1,0
31,1843,282,749,Unknown,269,5.2855,Female,253500,1,0
31,2053,336,867,MAZDA,329,4.3375,Male,241800,1,0
27,6740,1073,2723,VAUXHALL,1035,5.2131,Female,252500,1,0
30,1751,269,731,FIAT,263,6.005,Female,263900,1,0
38,1663,295,781,HONDA,301,5.0519,Male,227000,1,0
38,3716,657,1784,VAUXHALL,652,4.8237,Male,220900,1,0
32,2718,447,1156,FIAT,410,5.2497,Male,259300,1,0
39,1420,272,645,SUZUKI,277,4.125,Male,232500,1,0
37,1893,310,821,VOLKSWAGEN,315,4.6005,Male,231600,1,0
33,3906,790,1912,ALFA ROMEO,770,3.5187,Male,209400,1,0
32,3400,736,1487,HONDA,694,3,Female,223200,1,0
25,3402,758,1645,TOYOTA,710,3.4934,Female,209900,1,0
33,4413,1107,2239,HONDA,1051,2.9861,Female,208200,1,0
29,2304,618,1021,VAUXHALL,552,2.5362,Male,203800,1,0
36,2350,499,1105,OTHER,467,3.3021,Male,195700,1,0
31,5914,1309,2999,JAGUAR,1295,3.0964,Female,190500,1,0
43,1575,324,740,Unknown,284,2.8512,Male,181000,1,0
42,1414,274,629,ROVER,244,3.3478,Female,184900,1,0
37,848,202,314,MAZDA,205,2.3958,Female,190800,1,0
15,3051,685,1479,SUZUKI,668,3.5295,Female,242200,1,0
20,4296,817,1732,SUZUKI,800,4.8036,Female,188300,1,0
52,2898,557,1338,LANDROVER,550,3.851,Female,183500,1,0
52,1071,201,440,VOLVO,192,4.0662,Male,204200,1,0
51,2619,403,922,NISSAN,393,4.6042,Female,251900,1,0
49,1494,316,611,Unknown,288,2.2,Female,187500,1,0
52,2260,416,994,VOLVO,412,4.1164,Male,198200,1,0
52,1394,223,545,FORD,230,3.95,Male,219000,1,0
52,1028,129,317,PEUGEOT,143,4.9135,Male,275000,1,0
45,3758,819,1573,FIAT,736,2.8355,Female,245400,1,0
46,2163,470,925,MG,435,3.25,Male,177500,1,1
49,1699,408,768,VAUXHALL,385,2.8301,Male,171600,1,1
52,1555,289,620,VAUXHALL,292,3.7159,Male,183300,1,0
52,1114,206,425,Unknown,207,2.5625,Male,175000,1,1
45,1498,313,1003,FORD,305,3.8047,Female,156700,1,1
45,726,147,519,FORD,135,3.375,Male,157500,1,1
38,890,200,481,HYUNDAI,198,3.244,Female,179800,1,0
36,2639,533,1209,PEUGEOT,519,4.0268,Male,205500,1,0
35,2562,554,1398,PORSCHE,525,3.3906,Female,178900,1,1
36,361,69,158,ROVER,58,5.5461,Male,262500,1,0
42,3008,659,1817,VAUXHALL,664,3.371,Male,165000,1,1
46,1369,284,766,VOLVO,289,3.5313,Female,159700,1,1
5,1692,398,814,FORD,328,3.663,Female,158300,1,1
38,1007,245,618,FORD,239,2.875,Female,144800,1,1
43,3783,814,2139,FORD,789,4.0202,Male,166300,1,1
37,1507,242,632,HYUNDAI,253,4.5553,Male,191000,1,0
36,666,132,366,HYUNDAI,134,3.4643,Male,175000,1,1
10,2229,601,877,LANDROVER,485,3.3431,Male,137500,1,1
28,2215,587,830,PEUGEOT,573,2.1898,Male,141700,1,1
31,1616,372,739,RENAULT,379,2.9097,Female,210900,1,0
47,1190,251,540,SUZUKI,266,3.375,Female,198300,1,0
29,4169,1047,2024,VAUXHALL,962,2.8125,Male,157400,1,1
52,2024,320,823,VOLVO,334,5,Male,264700,1,0
38,1723,394,711,VOLVO,353,3.0673,Male,218400,1,0
43,2264,390,931,DAEWOO,368,3.8125,Male,235100,1,0
33,1996,268,686,FIAT,270,6.9096,Female,341800,1,0
26,2862,394,1030,JAGUAR,397,7.912,Female,367300,1,0
35,2183,383,976,NISSAN,392,3.8393,Male,243500,1,0
35,1037,207,552,PEUGEOT,210,4,Female,167900,1,1
25,1134,153,340,RENAULT,171,6.5095,Female,371200,1,0
39,786,132,288,ROVER,132,3.5156,Male,218900,1,0
45,1397,253,555,TVR,248,2.983,Female,202700,1,0
45,2315,451,1006,AUDI,444,3.524,Male,186200,1,0
44,1613,339,776,FIAT,346,3.1103,Male,188900,1,0
44,1421,298,609,HONDA,270,3.5781,Male,180000,1,0
18,5778,1526,2441,MAZDA,1352,3.1682,Male,202700,1,0
27,3094,866,1364,MG,789,2.6101,Female,181700,1,0
18,3905,1007,2197,PROTON,1044,3.6932,Female,166800,1,1
43,3046,557,1333,VAUXHALL,544,3.4583,Male,183700,1,0
19,3516,710,1810,Unknown,703,3.9032,Female,218000,1,0
36,998,178,531,DAEWOO,183,4.0208,Male,191500,1,0
36,1464,244,672,HYUNDAI,261,3.5547,Male,194700,1,0
17,1463,292,695,PEUGEOT,330,4.5859,Male,187200,1,0
21,4124,1054,2162,RENAULT,998,2.6321,Female,223100,1,0
17,2380,769,1216,VOLVO,643,3.395,Female,271300,1,0
36,1266,228,606,DAEWOO,239,3.9702,Male,194100,1,0
36,2239,391,1203,HYUNDAI,379,5.0043,Female,190400,1,0
38,1571,317,874,PEUGEOT,301,4.4659,Male,189100,1,0
38,1246,221,637,ROVER,222,3.6625,Female,184600,1,0
36,1501,287,703,VAUXHALL,276,3.8864,Female,197300,1,0
36,1468,252,733,FORD,229,3.4583,Female,192600,1,0
36,1118,219,625,DAEWOO,228,3.7813,Female,192200,1,0
36,1097,208,568,FIAT,225,2.9917,Female,194600,1,0
36,1719,303,836,FORD,311,4.4375,Female,193500,1,0
24,1755,365,952,HYUNDAI,362,4,Female,202600,1,0
16,1687,348,568,MITSUBISHI,352,2.3869,Female,83300,1,1
24,2262,391,1125,TOYOTA,366,4.7609,Male,212600,1,0
5,2087,407,840,Unknown,401,5.4858,Male,187800,1,0
36,1480,278,796,AUDI,283,4.3971,Male,205700,1,0
36,1545,273,863,FIAT,267,4.0109,Female,192900,1,0
35,2632,447,1349,HONDA,486,4.3864,Female,205200,1,0
30,2261,443,929,HYUNDAI,383,4.2841,Female,213400,1,0
39,1670,308,957,PEUGEOT,335,5.1312,Male,183600,1,0
37,2141,535,1093,PEUGEOT,555,2.9958,Female,178400,1,1
27,3337,613,1489,RENAULT,607,3.6364,Female,219200,1,0
31,3184,716,1561,TOYOTA,628,2.7955,Male,183100,1,0
44,2341,500,1256,FIAT,485,2.9507,Female,157100,1,1
30,1197,269,695,FORD,279,3.4375,Male,157800,1,1
34,1131,278,560,FORD,237,2.875,Female,161700,1,1
38,1164,284,632,HONDA,289,3.0345,Male,152100,1,1
41,3495,787,1849,OTHER,750,2.679,Male,144900,1,1
17,2488,617,1287,MAZDA,538,2.9922,Female,179900,1,0
35,2681,508,1580,PROTON,536,4.1042,Male,179100,1,1
19,2495,635,1571,ROVER,579,2.5833,Male,159900,1,1
23,1689,461,828,VOLKSWAGEN,443,2.1552,Male,161400,1,1
29,1298,306,835,FIAT,338,2.3274,Female,170400,1,1
19,2693,789,1765,HONDA,724,2.4206,Male,137500,1,1
41,746,145,387,HYUNDAI,161,3.9063,Female,178400,1,1
37,2444,651,1562,LANDROVER,618,2.6464,Male,155200,1,1
42,1472,310,768,NISSAN,309,3.4643,Male,160900,1,1
10,2227,560,1140,PROTON,472,2.3973,Female,167300,1,1
20,200,25,83,TOYOTA,31,6.5,Male,340000,1,0
32,1283,194,485,VOLKSWAGEN,171,6.0574,Female,431000,1,0
6,2445,590,1189,FIAT,573,3.8958,Male,301100,1,0
21,1307,236,586,FORD,249,4.7813,Male,241900,1,0
5,3785,936,2240,HYUNDAI,792,3.2829,Female,162500,1,1
10,2031,357,867,MITSUBISHI,352,5.3169,Female,299200,1,0
10,8299,1326,3827,RENAULT,1288,6.2579,Male,315500,1,0
23,7518,1279,3827,VAUXHALL,1294,5.1701,Female,216800,1,0
36,1815,426,1280,Unknown,431,3.25,Male,218100,1,0
30,5367,1207,2667,FORD,1047,3.1796,Male,170300,1,1
26,1167,370,253,HONDA,137,2.4196,Male,275000,1,0
26,2607,682,1401,LANDROVER,607,2.6563,Male,184100,1,0
29,493,168,233,ROVER,152,0.9637,Male,160000,1,1
48,1252,305,673,VOLKSWAGEN,308,2.3357,Female,175000,1,1
41,1382,353,704,HONDA,314,3.5114,Female,197500,1,0
43,500,110,273,Unknown,120,3.3125,Male,150000,1,1
29,2333,538,1120,FIAT,540,2.4042,Female,205600,1,0
41,1834,463,1105,FIAT,467,2.8322,Female,170300,1,1
43,1415,348,569,JAGUAR,293,2.5156,Female,190900,1,0
37,1352,342,691,MG,324,3.4032,Male,196900,1,0
37,2116,503,1109,ROVER,448,2.535,Female,174000,1,1
37,1976,481,1197,VOLKSWAGEN,465,2.5772,Female,170200,1,1
38,1779,413,1061,BMW,400,3.0962,Male,180900,1,0
34,3659,897,2479,FORD,903,2.9564,Female,150500,1,1
31,1892,428,1162,HYUNDAI,389,3.125,Female,167100,1,1
35,1958,484,1146,PROTON,448,2.95,Male,148900,1,1
40,1553,253,724,Unknown,267,4.38,Male,196400,1,0
37,2412,394,975,FORD,375,4.0417,Female,191100,1,0
36,2110,389,952,PEUGEOT,370,3.8,Female,187500,1,0
45,2179,401,1159,VOLVO,399,3.4839,Male,180600,1,0
45,2457,445,1129,Unknown,422,4.0588,Male,182800,1,0
44,2147,399,1175,AUDI,401,4.1974,Female,179300,1,1
43,1676,340,924,FORD,328,3.6,Female,179400,1,1
35,2976,518,1424,RENAULT,538,4.267,Female,210300,1,0
34,3036,533,1366,FIAT,500,4.2386,Female,192300,1,0
35,2472,398,1171,FORD,390,5.5797,Male,198100,1,0
36,1487,249,641,PEUGEOT,243,4.0682,Female,196200,1,0
38,2012,347,880,VOLKSWAGEN,332,3.1734,Female,181600,1,0
37,3342,569,1635,FORD,557,4.7933,Male,186900,1,0
37,3156,534,1495,MG,543,4.8125,Male,188300,1,0
40,1748,318,914,VOLVO,317,3.8676,Male,184000,1,0
33,3429,681,1798,VOLKSWAGEN,694,3.9395,Female,184700,1,0
42,3592,703,1625,FORD,665,3.2434,Male,179900,1,0
38,1035,247,599,VOLKSWAGEN,224,3.0917,Female,167200,1,1
32,3028,811,2037,BMW,703,3.0645,Female,165400,1,1
33,2431,655,1854,HONDA,603,2.7019,Male,154000,1,1
39,2069,500,1408,ROVER,478,3.1115,Female,153500,1,1
40,1340,313,766,VOLVO,271,3.4722,Female,135400,1,1
39,1160,259,725,FORD,274,2.2222,Male,158300,1,1
32,2015,318,1019,FORD,340,6.1104,Female,240700,1,0
22,3882,816,1830,HONDA,743,4.2733,Female,180700,1,0
27,3239,671,1469,ROVER,616,3.2465,Male,230600,1,0
28,2932,739,1198,VOLKSWAGEN,624,3.2417,Female,210800,1,0
38,2104,409,1039,DAEWOO,394,3.875,Female,165300,1,1
29,1694,251,690,FORD,242,6.0501,Male,254200,1,0
18,3000,419,1155,NISSAN,415,6.8233,Male,332600,1,0
23,2419,348,1066,ROVER,384,6.3501,Male,350000,1,0
28,2280,610,1255,FORD,587,2.6719,Male,161200,1,1
21,5031,1168,2461,NISSAN,1042,3.875,Male,179300,1,1
33,1547,372,1063,VOLKSWAGEN,356,2.5625,Female,154300,1,1
31,3300,790,2181,FORD,740,3.016,Female,161800,1,1
17,5018,1439,3069,FORD,1299,2.7694,Male,161900,1,1
35,1813,393,1093,FORD,374,3.6818,Male,165400,1,1
37,1997,436,1349,BMW,437,2.1382,Male,166600,1,1
37,901,191,599,FORD,206,3.7303,Male,149700,1,1
35,686,142,480,FORD,149,3.875,Male,162100,1,1
33,1954,464,1293,FORD,448,3.0489,Male,152600,1,1
27,2630,722,1414,LANDROVER,634,2.8203,Male,195200,1,0
35,1130,192,543,MITSUBISHI,184,4.3897,Female,190600,1,0
35,1184,200,572,PROTON,194,4.7143,Female,193800,1,0
34,656,115,342,TOYOTA,112,4.6875,Female,200600,1,0
29,2544,643,2332,VAUXHALL,603,3.2091,Male,150000,1,1
36,1305,225,768,VAUXHALL,234,4.275,Male,185300,1,0
36,1755,316,913,VOLKSWAGEN,299,4.1302,Male,172700,1,1
35,2843,652,1726,BMW,643,3.09,Male,174100,1,1
25,2538,494,1185,FORD,501,4.5417,Male,194400,1,0
28,1784,311,735,FORD,278,4.6635,Male,206700,1,0
31,1797,327,796,HONDA,319,4.4427,Male,204500,1,0
36,410,76,252,HYUNDAI,82,4.5303,Female,175000,1,1
26,162,27,86,JAGUAR,25,2.375,Male,137500,1,1
18,9963,2031,5613,PROTON,1946,3.8171,Female,187200,1,0
35,2361,458,1727,ROVER,467,4.5281,Male,173600,1,1
19,862,167,407,TOYOTA,183,4.3456,Female,163000,1,1
18,4335,808,2041,VAUXHALL,734,3.4861,Female,331600,1,0
31,1487,280,854,VOLVO,301,5.2312,Male,197600,1,0
8,3592,849,1907,VOLVO,746,3.6708,Male,197900,1,0
40,432,102,264,DAEWOO,77,3.8875,Female,228100,1,0
34,1457,242,735,FIAT,249,3.9167,Female,189500,1,0
32,1578,284,836,FORD,292,3.9063,Male,184200,1,0
29,2172,435,1377,FORD,408,3.7895,Female,180900,1,0
36,1340,245,789,HONDA,248,3.8,Male,172000,1,1
36,1116,199,662,LANDROVER,226,5.7309,Male,177900,1,1
36,1885,307,853,NISSAN,271,4.1141,Female,173100,1,1
36,1180,212,664,RENAULT,200,5.2838,Female,172600,1,1
30,5267,1253,4065,RENAULT,1113,3.3479,Female,182100,1,0
23,1897,440,1109,TOYOTA,418,3.142,Female,179500,1,1
31,767,171,548,VAUXHALL,185,3.7614,Female,176000,1,1
33,691,127,431,VOLVO,149,4.25,Female,192600,1,0
36,786,133,463,Unknown,160,3.9338,Male,182700,1,0
22,5861,1516,5436,DAEWOO,1463,2.5158,Female,134900,1,1
27,2784,723,2028,FORD,693,2.4808,Male,157600,1,1
25,4524,860,2426,FORD,862,4.7083,Female,190900,1,0
37,1468,304,1038,JAGUAR,282,4.1652,Male,158200,1,1
20,1655,450,857,PEUGEOT,430,3.5541,Male,350000,1,0
33,1227,286,848,SUZUKI,291,3.8036,Male,158200,1,1
33,1160,252,729,VAUXHALL,220,3.8259,Male,146100,1,1
33,952,172,369,VAUXHALL,159,3.2331,Male,226700,1,0
35,2072,352,1001,VOLVO,350,4.7109,Male,198700,1,0
32,2964,547,1472,FIAT,527,4.2468,Male,221200,1,0
35,1032,173,453,FORD,176,6.396,Male,208500,1,0
35,657,118,328,FORD,134,3.8125,Male,204200,1,0
32,1540,324,793,HYUNDAI,302,3.2857,Male,193200,1,0
35,1298,236,632,MG,204,3.8929,Male,209500,1,0
36,1409,271,1002,PROTON,281,3.7262,Female,164900,1,1
37,1383,259,808,SUZUKI,241,4.0125,Male,161400,1,1
36,1151,216,727,VAUXHALL,215,4.1719,Male,187000,1,0
35,899,179,455,VOLVO,185,4.2857,Female,190400,1,0
37,1793,364,1534,VOLVO,346,3.6458,Female,156600,1,1
17,2485,518,1139,FORD,550,2.6875,Male,157300,1,1
35,1931,376,1175,FORD,337,3.7292,Male,168100,1,1
24,2329,465,1401,MAZDA,453,4.5913,Female,177600,1,1
12,6711,1374,3388,SUZUKI,1289,3.8625,Female,208900,1,0
23,1939,356,841,VAUXHALL,364,3.3611,Male,169200,1,1
16,1642,346,705,VOLVO,351,2.8971,Male,163900,1,1
34,1619,293,1148,FORD,310,4.0326,Female,164700,1,1
35,517,108,391,JAGUAR,107,4.0682,Male,156900,1,1
36,1570,274,992,VAUXHALL,249,5.3644,Male,168800,1,1
35,1213,221,790,AUSTIN,243,4.7019,Female,174100,1,1
27,1826,309,1016,FORD,313,5.64,Male,206500,1,0
26,2261,443,1039,FORD,395,3.7931,Male,203900,1,0
9,3666,711,2341,FORD,703,4.6458,Male,217000,1,0
36,1633,345,1382,HONDA,338,3.694,Female,159600,1,1
31,2155,522,1858,HYUNDAI,437,2.652,Male,159800,1,1
32,1295,280,1156,MAZDA,300,3.5,Male,154300,1,1
32,1295,295,1097,PROTON,328,3.2386,Female,149600,1,1
33,1518,302,831,RENAULT,268,5.097,Female,188600,1,0
17,3314,638,1873,ROVER,602,4.3875,Male,238500,1,0
22,3009,497,1640,VAUXHALL,514,4.625,Male,235300,1,0
6,2605,474,1568,VAUXHALL,433,5.0406,Male,261400,1,0
17,5159,832,3174,VOLVO,817,5.8704,Female,234400,1,0
18,1726,276,1186,VOLVO,310,5.3226,Female,231700,1,0
16,1816,365,1367,BMW,355,4.235,Male,156300,1,1
13,2578,551,1680,FIAT,528,4.825,Male,222000,1,0
15,2576,418,1657,FORD,410,5.5218,Female,254400,1,0
16,1644,251,1033,HONDA,267,6.5116,Male,244300,1,0
16,1606,240,1117,HYUNDAI,268,6.0661,Male,247000,1,0
16,3349,544,2003,ROVER,488,6.0074,Female,236500,1,0
15,3475,686,2568,SUZUKI,653,4.6211,Female,151400,1,1
16,1893,338,1461,TOYOTA,344,5.225,Female,213700,1,0
14,1727,302,1116,VAUXHALL,273,5.3428,Male,243600,1,0
15,6243,1273,3163,VOLKSWAGEN,1274,3.7462,Male,212500,1,0
24,2077,383,1488,VOLVO,389,4.5721,Female,214700,1,0
18,1165,333,855,Unknown,319,3.6923,Female,213200,1,0
16,4371,889,2530,CATERHAM,817,4.6786,Female,256000,1,0
2,838,295,240,FORD,149,2.875,Male,237500,1,0
15,3052,760,2097,FORD,728,3.3617,Female,178100,1,1
17,4313,717,2629,HYUNDAI,721,5.7579,Female,231800,1,0
36,385,94,295,JAGUAR,92,2.9706,Female,147900,1,1
10,3046,678,2056,LOTUS,628,3.9022,Male,191700,1,0
21,4342,783,2172,PROTON,789,4.6146,Female,247600,1,0
15,3575,597,1777,SKODA,559,5.7192,Female,283500,1,0
20,4126,1031,2079,TOYOTA,975,3.6832,Female,216900,1,0
31,2878,478,1276,VOLKSWAGEN,485,6.2073,Male,282500,1,0
6,4405,717,2071,Unknown,688,5.8151,Male,295600,1,0
14,16199,2993,8117,DAEWOO,2847,5.8322,Male,281800,1,0
14,14917,2708,8012,FORD,2606,5.6277,Female,269800,1,0
